"CODIGO";"ID FABRICANTE";"CATEGORIA";"DETALLE";"IMAGEN";"IVA";"STOCK";"GARANTIA";"MONEDA";"PRECIO";"PRECIO FINAL";"COTIZACION DOLAR";"PRECIO PESOS SIN IVA";"PRECIO PESOS CON IVA";"ATRIBUTOS";"PRECIO USD CON UTILIDAD";"PRECIO PESOS CON UTILIDAD";"CATEGORIA_USUARIO";"UTILIDAD";"DETALLE_USUARIO";"PESO";"ALTO";"ANCHO";"LARGO";"";"IMPUESTO_INTERNO"
"119694";"Z890 A ELITE WIFI7";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1851) Z890 A ELITE WIFI7";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1851)-Z890-A-ELITE-WIFI7_export_9d9495af09e2b42e1583efc4741de426.jpg";"10.5%";"10";"12 meses";"U$S";"315.31";"348.42";"1160";"365761.92";"404166.92";"Wireless LAN:WIFI 7
Form Factor:ATX
Max LAN Speed:2.5Gbps
Number of Memory Slots:4x288pin (DDR5)
M.2:4 x M.2
Brand:GIGABYTE
Series:AORUS
Chipset:Intel Z890
Maximum Memory Supported:256GB
CPU Socket Type:LGA 1851
Channel Supported:Dual Channel
PCI Express 5.0 x16:1 x PCI Express 5.0 x16
Audio Channels:7.1 Channels
Model:Z890 AORUS ELITE WIFI7";"348.42";"404166.92";"";"";"MOTHER GIGABYTE (LGA1851) Z890 A ELITE WIFI7";"500";"250";"250";"50";"";"0"
"119693";"Z890 A ELITE WF7 ICE";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1851) Z890 A ELITE WF7 ICE";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1851)-Z890-A-ELITE-WF7-ICE_export_5b8b77382ecd65e2c8fd6db1773b9715.jpg";"10.5%";"9";"12 meses";"U$S";"401.55";"443.72";"1160";"465802.18";"514711.4";"PCI Express 5.0 x16:1 x PCI Express 5.0 x16
M.2:4 x M.2
Audio Channels:7.1 Channels
Max LAN Speed:2.5Gbps
Series:AORUS
CPU Socket Type:LGA 1851
Chipset:Intel Z890
CPU Type:Intel Core Ultra Processors (Series 2)
Maximum Memory Supported:256GB
Brand:GIGABYTE
Model:Z890 AORUS ELITE WF7 ICE
SATA 6Gb/s:4 x SATA 6Gb/s
Wireless LAN:WIFI 7
Form Factor:ATX";"443.72";"514711.41";"";"";"MOTHER GIGABYTE (LGA1851) Z890 A ELITE WF7 ICE";"500";"250";"250";"50";"";"0"
"119721";"Z890 A ELITE WF7 ICE 1.1";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1851) Z890 A ELITE WF7 ICE 1.1";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1851)-Z890-A-ELITE-WF7-ICE-1.1_export_5b8b77382ecd65e2c8fd6db1773b9715.jpg";"10.5%";"10";"12 meses";"U$S";"313.22";"346.11";"1160";"363334.62";"401484.76";"Ranuras RAM:4
Tipo de RAM:DDR5
Brand:GIGABYTE
Socket:LGA1851
Factor de forma:ATX
Series:AORUS
Model:Z890 AORUS ELITE WF7 ICE
Number of Memory Slots:4x288pin (DDR5)";"346.11";"401484.76";"";"";"MOTHER GIGABYTE (LGA1851) Z890 A ELITE WF7 ICE 1.1";"500";"250";"250";"50";"";"0"
"119711";"Z890 GAMING X WIFI7 1.1";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1851) Z890 GAMING X WIFI7 1.1";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1851)-Z890-GAMING-X-WIFI7-1.1_export_d3174f8687799afce6d6c0a6c56b8818.jpg";"10.5%";"10";"12 meses";"U$S";"357.36";"394.88";"1160";"414535.74";"458062";"Brand:GIGABYTE
Model:Z890 GAMING X WIFI7
Chipset:Intel Z890
CPU Type:Intel Core Ultra Processors (Series 2)
CPU Socket Type:LGA 1851
Number of Memory Slots:4x288pin (DDR5)
Maximum Memory Supported:256GB
Channel Supported:Dual Channel
M.2:4 x M.2
SATA RAID:0/1/0+1/5/10
Audio Channels:7.1 Channels
Max LAN Speed:2.5Gbps
Wireless LAN:WIFI 7";"394.88";"458061.99";"";"";"MOTHER GIGABYTE (LGA1851) Z890 GAMING X WIFI7 1.1";"500";"250";"250";"50";"";"0"
"119886";"B760M AORUS ELITE AX 1.3";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1700) B760M AORUS ELITE AX 1.3";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1700)-B760M-AORUS-ELITE-AX-1.3_export_4e3494adb9e2256b72f5900bd15b93fc.jpg";"10.5%";"10";"36 meses";"U$S";"189.48";"209.38";"1160";"219801.9";"242881.1";"";"209.38";"242881.1";"";"";"MOTHER GIGABYTE (LGA1700) B760M AORUS ELITE AX 1.3";"500";"250";"250";"50";"";"0"
"119885";"B760M D3HP";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1700) B760M D3HP";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1700)-B760M-D3HP_export_e33f6c26fb9e0cffe0016a05e831920c.jpg";"10.5%";"10";"12 meses";"U$S";"110.43";"122.03";"1160";"128103.9";"141554.81";"";"122.03";"141554.81";"";"";"MOTHER GIGABYTE (LGA1700) B760M D3HP";"500";"250";"250";"50";"";"0"
"119715";"B760M G AX";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1700) B760M G AX";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1700)-B760M-G-AX_export_1fe630c12415152e3df30bf1b9c99f1c.png";"10.5%";"10";"12 meses";"U$S";"137.6";"152.05";"1160";"159619.25";"176379.27";"Marca:Gigabyte
Chipsets:Chipset Intel B760 Express
Plataforma:Intel
Modelo:B760M G AX
Factor de forma:mATX
Socket:Lga1700
Aplicaciones:PC
Tipo de memoria RAM:DDR5";"152.05";"176379.26";"";"";"MOTHER GIGABYTE (LGA1700) B760M G AX";"500";"250";"250";"50";"";"0"
"119237";"A620M S2H 1.2";"MOTHER GIGABYTE";"MOTHER GIGABYTE (AM5) A620M S2H 1.2";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(AM5)-A620M-S2H-1.2_export_3b8fb6967ad0a229c856eebbbb17f9d8.jpg";"10.5%";"10";"36 meses";"U$S";"87.06";"96.2";"1160";"100989.25";"111593.12";"Aplicaciones:PC
Marca:Gigabyte
Chipsets:Amd a620
Factor de forma:Micro ATX
Línea:Ultra Durable
Capacidad máxima soportada de la memoria RAM:128 GB
Módulos de memoria RAM:2
Socket:Am5
Formato de memoria RAM:DIMM
Plataforma:AMD
Ranuras de expansión:1 ranura pci express x16,1 ranura pci express x1
Tipo de memoria RAM:DDR5";"96.2";"111593.13";"";"";"MOTHER GIGABYTE (AM5) A620M S2H 1.2";"500";"250";"250";"50";"";"0"
"119243";"H610M H V2 DDR4 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1700) H610M H V2 DDR4 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1700)-H610M-H-V2-DDR4-1.0_export_119d293dab14f3466213c5fbcd6bd37d.jpg";"10.5%";"10";"36 meses";"U$S";"72.88";"80.53";"1160";"84541.03";"93417.84";"Capacidad máxima soportada de la memoria RAM:64 GB
Tipo de memoria RAM:DDR4
Modelo:H610M H DDR4
Socket:Socket 1700
Línea:H610M H V2
Ranuras de expansión:CPU 1 x PCI Express x16 compatible con PCIe 4.0  Chipset 1 x PCI Express x1 compatible con PCIe 3.0
Color:Negro
Factor de forma:Micro ATX
Aplicaciones:PC
Marca:Gigabyte
Chipsets:H610
Plataforma:Intel";"80.53";"93417.84";"";"";"MOTHER GIGABYTE (LGA1700) H610M H V2 DDR4 1.0";"500";"250";"250";"50";"";"0"
"119189";"B760M DS3H 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1700) B760M DS3H";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1700)-B760M-DS3H_export_1e6bd863e59ba3ef68edbea12597fca3.jpg";"10.5%";"10";"12 meses";"U$S";"115.26";"127.36";"1160";"133697.77";"147736.04";"Modelo:B760M DS3H
Módulos de memoria RAM:4
Ranuras de expansión:1 x ranura PCI Express x16 compatible con PCIe 4.0 y funcionando en x16,2 x ranuras PCI Express x1
Línea:Ultra Durable
Capacidad máxima soportada de la memoria RAM:192 GB
Tipo de memoria RAM:DDR5
Factor de forma:Micro ATX
Marca:Gigabyte
Plataforma:Intel
Puertos SATA:4
Socket:Socket 1700
Formato de memoria RAM:DIMM
Chipsets:B760
Aplicaciones:PC
Puerto LAN:Realtek 2.5GbE LAN chip";"127.36";"147736.03";"";"";"MOTHER GIGABYTE (LGA1700) B760M DS3H";"500";"250";"250";"50";"";"0"
"118106";"B760M DS3H AX DDR4";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1700) B760M DS3H AX DDR4";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1700)-B760M-DS3H-AX-DDR4_export_9e2c34ebde5349e1dc4ac77c955696de.png";"10.5%";"10";"36 meses";"U$S";"129.95";"143.59";"1160";"150742";"166569.91";"LAN:Realtek 2.5GbE LAN chip (2.5 Gbps/1 Gbps/100 Mbps)
CPU:LGA1700 socket: Support for the 13th and 12th Generation Intel
Chipset:Intel B760 Express Chipset
Audio:Realtek Audio CODEC
Back Panel Connectors:     2 x USB 2.0/1.1 ports     1 x PS/2 keyboard/mouse port     2 x SMA antenna connectors (2T2R)   
Memory:Support for DDR4
Wireless:AMD Wi-Fi 6E RZ608
Operating System:     Support for Windows 11 64-bit     Support for Windows 10 64-bit";"143.59";"166569.91";"";"";"MOTHER GIGABYTE (LGA1700) B760M DS3H AX DDR4";"500";"250";"250";"50";"";"0"
"118120";"B550M K";"MOTHER GIGABYTE";"MOTHER GIGABYTE (AM4) B550M K";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(AM4)-B550M-K_export_a3b4bf573578ed97f279509e59650216.png";"10.5%";"10";"36 meses";"U$S";"79.7";"88.07";"1160";"92452.46";"102159.97";"Conectores del Panel Trasero:1 x PS/2 keyboard/mouse port 1 x DisplayPort 1 x HDMI port 4 x USB 3.2 Gen 1 ports 4 x USB 2.0/1.1 p
LAN:Realtek GbE LAN chip
Audio:Realtek Audio CODEC
RAID :Support for RAID 0, RAID 1, and RAID 10
Procesador:AMD Socket AM4 Series 5000 / 4000 / 3000
Sistema Operativo:Support for Windows 11 64-bit Support for Windows 10 64-bit
Chipset:AMD B550
Memoria:4 x DDR4 DIMM ";"88.07";"102159.97";"";"";"MOTHER GIGABYTE (AM4) B550M K";"700";"500";"280";"500";"";"0"
"120359";"B760M AORUS ELITE 1.2";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA1700) B760M AORUS ELITE 1.2";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA1700)-B760M-AORUS-ELITE-1.2_export_f1bc8e2785be2d6c3f7c951acc5571e0.png";"10.5%";"10";"36 meses";"U$S";"165.04";"182.37";"1160";"191451.04";"211553.4";"Factor de forma:Micro ATX
Ranuras RAM:4
Modelo:B760M AORUS ELITE AX
Socket:LGA1700
Tipo de RAM:DDR5
Marca:Gigabyte
Chipset:B760 Express Chipset";"182.37";"211553.4";"";"";"MOTHER GIGABYTE (LGA1700) B760M AORUS ELITE 1.2";"500";"250";"250";"50";"";"0"
"120339";"B650M D2HP 1.2";"MOTHER GIGABYTE";"MOTHER GIGABYTE (AM5) B650M D2HP 1.2";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(AM5)-B650M-D2HP-1.2_export_d2f779761b4c3a95d942cb07c147db25.png";"10.5%";"10";"12 meses";"U$S";"111.33";"123.02";"1160";"129147.9";"142708.43";"Ranuras RAM:2
Modelo:B650M D2HP 1.2
Chipset:AMD B650
Tipo de RAM:DDR5
Factor de forma:Micro ATX
Socket:AM5
Marca:Gigabyte";"123.02";"142708.43";"";"";"MOTHER GIGABYTE (AM5) B650M D2HP 1.2";"500";"250";"250";"50";"";"0"
"120351";"B860M EAGLE WIFI6 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA 1851) B860M EAGLE WIFI6 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA-1851)-B860M-EAGLE-WIFI6-1.0_export_61d7e55d6786192b716d757bbbd875de.png";"10.5%";"9";"12 meses";"U$S";"151.86";"167.8";"1160";"176152.03";"194648";"Modelo:B860M EAGLE WIFI6 
Socket:LGA1851
Ranuras RAM:2
Chipset:Intel ® B860 Express Chipset
Marca :Gigabyte
Tipo de RAM:DDR5
Factor de forma:Micro ATX";"167.8";"194648";"";"";"MOTHER GIGABYTE (LGA 1851) B860M EAGLE WIFI6 1.0";"500";"250";"250";"50";"";"0"
"120348";"B860M A ELT WF6E ICE 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA 1851) B860M A ELT WF6E ICE 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA-1851)-B860M-A-ELT-WF6E-ICE-1.0_export_c48ed1745ee387880993f24edce5ff08.jpg";"10.5%";"4";"12 meses";"U$S";"219.2";"242.22";"1160";"254274.55";"280973.38";"Channel Supported:Dual Channel
Factor de forma:Micro ATX
Socket:LGA1851
Tipo de RAM:DDR5
Ranuras RAM:4
Brand:GIGABYTE
Maximum Memory Supported:256GB
Model:B860M AORUS ELITE WIFI6E ICE";"242.22";"280973.38";"";"";"MOTHER GIGABYTE (LGA 1851) B860M A ELT WF6E ICE 1.0";"500";"250";"250";"50";"";"0"
"120331";"B860 DS3H 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA 1851) B860 DS3H 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA-1851)-B860-DS3H-1.0_export_a7427c06b6dfc1464c9a9bd0eeed545c.png";"10.5%";"10";"12 meses";"U$S";"158.46";"175.1";"1160";"183810.82";"203110.95";"Factor de forma:ATX
Tipo de RAM:DDR5
Chipset :B860
Socket:LGA1851
Marca:Gigabyte
Modelo:B860 DS3H 1.0
Ranuras RAM:4";"175.1";"203110.95";"";"";"MOTHER GIGABYTE (LGA 1851) B860 DS3H 1.0";"500";"250";"250";"50";"";"0"
"120354";"B860M GAMING X WIFI6E 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA 1851) B860M GAMING WIFI6E 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA-1851)-B860M-GAMING-WIFI6E-1.0_export_83b6358c15fae853c4bfa4f94657d969.png";"10.5%";"6";"12 meses";"U$S";"180.91";"199.91";"1160";"209856.53";"231891.46";"CPU Type:Intel Core Ultra Processors (Series 2)
Ranuras RAM:4
Tipo de RAM:DDR5
Maximum Memory Supported:256GB
Factor de forma:Micro ATX
Brand:GIGABYTE
Model:B860M GAMING X WIFI6E 1.0
Socket:LGA1851
Chipset:Intel B860";"199.91";"231891.46";"";"";"MOTHER GIGABYTE (LGA 1851) B860M GAMING WIFI6E 1.0";"500";"250";"250";"50";"";"0"
"120350";"B860M D3HP 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA 1851) B860M D3HP 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA-1851)-B860M-D3HP-1.0_export_0834dee72d6c028ff234fdca5c00d5ca.jpg";"10.5%";"5";"12 meses";"U$S";"134.69";"148.84";"1160";"156245.04";"172650.77";"Chipset:Intel B860
Brand:GIGABYTE
Model:B860M D3HP
Maximum Memory Supported:256GB
Tipo de RAM:DDR5
Channel Supported:Dual Channel
Ranuras RAM:4
Factor de forma:Micro ATX
Socket:LGA1851";"148.84";"172650.77";"";"";"MOTHER GIGABYTE (LGA 1851) B860M D3HP 1.0";"500";"250";"250";"50";"";"0"
"120345";"B860 A ELITE WF7 ICE 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA 1851) B860 A ELITE WF7 ICE 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA-1851)-B860-A-ELITE-WF7-ICE-1.0_export_1bba1109927d2f000719a487b0115546.jpg";"10.5%";"10";"12 meses";"U$S";"242.97";"268.48";"1160";"281840.33";"311433.56";"Model:B860 AORUS ELITE WIFI7 ICE
Socket:LGA1851
Chipset:Intel B860
Factor de forma:ATX
Maximum Memory Supported:256GB
Channel Supported:Dual Channel
Tipo de RAM:DDR5
Ranuras RAM:4
Brand:GIGABYTE";"268.48";"311433.56";"";"";"MOTHER GIGABYTE (LGA 1851) B860 A ELITE WF7 ICE 1.0";"500";"250";"250";"50";"";"0"
"120346";"B860 GAMING X WIFI6E 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA 1851) B860 GAMING X WIFI6E 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA-1851)-B860-GAMING-X-WIFI6E-1.0_export_9743c60ece25b255db5b78c805248e2d.jpg";"10.5%";"10";"12 meses";"U$S";"207.32";"229.09";"1160";"240491.66";"265743.29";"Brand:GIGABYTE
Model:B860 GAMING X WIFI6E
Chipset:Intel B860
Socket:LGA1851
Factor de forma:ATX
Maximum Memory Supported:256GB
Channel Supported:Dual Channel
Tipo de RAM:DDR5
Ranuras RAM:4";"229.09";"265743.29";"";"";"MOTHER GIGABYTE (LGA 1851) B860 GAMING X WIFI6E 1.0";"500";"250";"250";"50";"";"0"
"120344";"B850M DS3H 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (AM5) B850M DS3H 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(AM5)-B850M-DS3H-1.0_export_b5e8b2fe156edd97ae26a3f16ec7cdd5.jpg";"10.5%";"10";"12 meses";"U$S";"163.66";"180.85";"1160";"189846.53";"209780.41";"Brand:GIGABYTE
Ranuras RAM:4
Tipo de RAM:DDR5
Factor de forma:Micro ATX
Chipset:AMD B850
CPU Type:Ryzen 7000 Series / Ryzen 8000 Series / Ryzen 9000 Series
Model:B850M DS3H
Socket:AM5";"180.85";"209780.41";"";"";"MOTHER GIGABYTE (AM5) B850M DS3H 1.0";"500";"250";"250";"50";"";"0"
"120340";"B650M S2H 1.2";"MOTHER GIGABYTE";"MOTHER GIGABYTE (AM5) B650M S2H 1.2";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(AM5)-B650M-S2H-1.2_export_99ed945b8a77c7052084101214e7eaa6.jpg";"10.5%";"10";"36 meses";"U$S";"101.68";"112.36";"1160";"117951.12";"130335.99";"Brand:GIGABYTE
Model:B650M S2H
Socket:AM5
Tipo de RAM:DDR5
Ranuras RAM:2
Factor de forma:Micro ATX";"112.36";"130335.99";"";"";"MOTHER GIGABYTE (AM5) B650M S2H 1.2";"500";"250";"250";"50";"";"0"
"120333";"B860I AORUS PRO ICE 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (LGA 1851) B860I AORUS PRO ICE 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(LGA-1851)-B860I-AORUS-PRO-ICE-1.0_export_8f32513b10bc38dd02184dc4ff1b9ed9.png";"10.5%";"8";"12 meses";"U$S";"229.75";"253.87";"1160";"266508.14";"294491.5";"Marca:Gigabyte
Socket:LGA1851
Chipset:B860 Express Chipset
Factor de forma:Mini-ITX
Modelo:B860I AORUS PRO ICE 1.0
Ranuras RAM:2
Tipo de RAM:DDR5";"253.87";"294491.5";"";"";"MOTHER GIGABYTE (LGA 1851) B860I AORUS PRO ICE 1.0 ";"500";"250";"250";"50";"";"0"
"120327";"B650I AX 1.0";"MOTHER GIGABYTE";"MOTHER GIGABYTE (AM5) B650I AX 1.0";"https://static.nb.com.ar/i/nb_MOTHER-GIGABYTE-(AM5)-B650I-AX-1.0_export_4732f0167051970e63174f7ede38bfb2.png";"10.5%";"6";"12 meses";"U$S";"168.77";"186.5";"1160";"195778.77";"216335.54";"Ranuras RAM:2
Socket:AM5
Tipo de RAM:DDR5
Chipset:AMD B650
Factor de forma:Mini-ITX
Marca:Gigabyte
Modelo:B650I AX 1.0";"186.5";"216335.53";"";"";"MOTHER GIGABYTE (AM5) B650I AX 1.0";"500";"250";"250";"50";"";"0"
"101469";"GP-AMP500";"MOUSEPADS";"MOUSE PAD GIGABYTE AMP500";"https://static.nb.com.ar/i/nb_MOUSE-PAD-GIGABYTE-AMP500_export_0c4ea35f560d0d2d0bd15724c8c59e40.png";"21.0%";"8";"12 meses";"U$S";"64.48";"78.02";"1160";"74798.55";"90506.25";"Marca:Gigabyte
EAN:4719331550189
Código universal de producto:4719331550189
Largo:370 mm
Modelo:AMP 500
Material del mouse pad:Silicio
Tamaño de mouse pad:large
Espesor:1.8 mm
Ancho:430 mm
Marca:Gigabyte
EAN:4719331550189
Código universal de producto:4719331550189
Largo:430 mm
Modelo:AMP 500
Material del mouse pad:silicio
Tamaño de mouse pad:Large
Espesor:1.8 mm
Ancho:370 mm
Marca:Gigabyte
EAN:4719331550189
Código universal de producto:4719331550189
Largo:430 mm
Modelo:AMP 500
Material del mouse pad:silicio
Tamaño de mouse pad:Large
Espesor:1.8 mm
Ancho:370 mm
Marca:Gigabyte
EAN:4719331550189
Código universal de producto:4719331550189
Largo:370 mm
Modelo:AMP 500
Material del mouse pad:Silicio
Tamaño de mouse pad:large
Espesor:1.8 mm
Ancho:430 mm
Marca:AORUS
EAN:4719331550189
Código universal de producto:4719331550189
Largo:430 mm
Modelo:AMP500
Material del mouse pad:Tela
Tamaño de mouse pad:L
Espesor:1.8 mm
Ancho:370 mm
Marca:Gigabyte
EAN:4719331550189
Código universal de producto:4719331550189
Largo:370 mm
Modelo:AMP 500
Material del mouse pad:Silicio
Tamaño de mouse pad:large
Espesor:1.8 mm
Ancho:430 mm
Marca:Gigabyte
EAN:4719331550189
Código universal de producto:4719331550189
Largo:370 mm
Modelo:AMP500
Material del mouse pad:Silicio
Tamaño de mouse pad:large
Espesor:1.8 mm
Ancho:430 mm
Marca:Gigabyte
EAN:4719331550189
Código universal de producto:4719331550189
Largo:370 mm
Modelo:AMP500
Material del mouse pad:Silicio
Tamaño de mouse pad:large
Espesor:1.8 mm
Ancho:430 mm
Marca:Gigabyte
EAN:4719331550189
Código universal de producto:4719331550189
Largo:370 mm
Modelo:AMP500
Material del mouse pad:Silicio
Tamaño de mouse pad:large
Espesor:1.8 mm
Ancho:430 mm";"78.02";"90506.25";"";"";"MOUSE PAD GIGABYTE AMP500";"700";"460";"60";"60";"";"0"
"120094";"31250019400";"MOUSEPADS";"MOUSE PAD GENIUS G-PAD RS2 230S BLACK";"https://static.nb.com.ar/i/nb_MOUSE-PAD-GENIUS-G-PAD-RS2-230S-BLACK_export_94730d4333606fa0bf81197baf101c2c.jpg";"21.0%";"6";"12 meses";"U$S";"4.62";"5.59";"1160";"5362.45";"6488.56";"Marca:Genius
Es antideslizante:Sí
Modelo:G-pad 230s
Color:Negro
Condición del ítem:Nuevo
Es gamer:Sí";"5.59";"6488.56";"";"";"MOUSE PAD GENIUS G-PAD RS2 230S BLACK";"100";"50";"300";"100";"";"0"
"104335";"21568";"MOUSEPADS";"MOUSE PAD TRUST XL GXT 756";"https://static.nb.com.ar/i/nb_MOUSE-PAD-TRUST-XL-GXT-756_export_9f694a488fff271b5c2c8bca95419998.jpeg";"21.0%";"10";"12 meses";"U$S";"14.21";"17.19";"1160";"16479.39";"19940.06";"Marca:Trust
Es gamer:Sí
Es antideslizante:Sí
Largo:40 cm
Línea:GXT
Materiales:Caucho
Modelo:GXT 756
Tamaño del mouse pad:XL
Espesor:3 mm
Ancho:45 cm
Con luz LED:No
Con apoya muñeca:No";"17.19";"19940.06";"";"";"MOUSE PAD TRUST XL GXT 756";"450";"450";"80";"80";"";"0"
"104600";"31250006400";"MOUSEPADS";"MOUSE PAD GX GAMING GENIUS 600H RGB";"https://static.nb.com.ar/i/nb_MOUSE-PAD-GX-GAMING-GENIUS-600H-RGB_export_33e94bc1b96d1dd36d9b2d1c7432dabc.png";"21.0%";"10";"12 meses";"U$S";"23.52";"28.46";"1160";"27288.65";"33019.27";"Marca:Genius
Es gamer:Sí
Es antideslizante:Sí
Largo:320 mm
Materiales:Textil Resinado Ultradelgado
Modelo:GX-PAD 600H
Tamaño del mouse pad:M
Ancho:250 mm
Con carga inalámbrica de dispositivos:No
Con luz LED:Sí
Con apoya muñeca:No";"28.46";"33019.27";"";"";"MOUSE PAD GX GAMING GENIUS 600H RGB";"350";"360";"70";"70";"";"0"
"106807";"GP-AORUS P7";"MOUSEPADS";"MOUSE PAD GIGABYTE AORUS P7";"https://static.nb.com.ar/i/nb_MOUSE-PAD-GIGABYTE-AORUS-P7_export_49d4ec1c612e243b3d44e7b7232051c1.jpeg";"21.0%";"5";"12 meses";"U$S";"99.65";"120.58";"1160";"115595.6";"139870.68";"Materiales:Plástico
Dimension :350(L) x 240(W) x 4.60-7.20(H) mm
Espesor:4.6 mm
Modelo:P7
Con apoya muñeca::no
Con luz LED: :si RGB
antideslizante:si
Línea:Aorus";"120.58";"139870.68";"";"";"MOUSE PAD GIGABYTE AORUS P7";"500";"370";"60";"250";"";"0"
"111677";"21567";"MOUSEPADS";"MOUSE PAD TRUST L GXT754";"https://static.nb.com.ar/i/nb_MOUSE-PAD-TRUST-L-GXT754_export_b4fa8bd89043e4968681a081a3c2150c.png";"21.0%";"10";"12 meses";"U$S";"11.58";"14.01";"1160";"13428.45";"16248.42";"Surface:soft
Width of main product (in mm):270 mm
Size:L
Shape:rectangle
Height of main product (in mm):320 mm
Depth of main product (in mm):3 mm
 Anti-skid:yes
Roll-up:yes";"14.01";"16248.42";"";"";"MOUSE PAD TRUST L GXT754";"700";"270";"60";"60";"";"0"
"108991";"31250012400";"MOUSEPADS";"MOUSE PAD GX GAMING GENIUS G-WP 200M BLK";"https://static.nb.com.ar/i/nb_MOUSE-PAD-GX-GAMING-GENIUS-G-WP-200M-BLK_export_2d43fef4a3ba11f96eccbbf6f0a9f286.jpeg";"21.0%";"10";"12 meses";"U$S";"10.36";"12.54";"1160";"12017.6";"14541.3";"Largo x Ancho :230 mm x 160 mm
Espesor :3mm
Materiales:Goma
Con apoya muñeca:si
Marca :Genius
Línea :GX Gaming
Modelo :g-wmp 200m
Tamaño del mouse pad:M
Es antideslizante:si";"12.54";"14541.3";"";"";"MOUSE PAD GX GAMING GENIUS G-WP 200M BLK";"1500";"440";"30";"70";"";"0"
"104902";"9H.N0GBB.A2E";"MOUSES";"MOUSE GAMER ZOWIE GEAR S1 BLACK";"https://static.nb.com.ar/i/nb_MOUSE-GAMER-ZOWIE-GEAR-S1-BLACK_export_72c5eb738d505491ee1c87d2ace508dd.jpeg";"10.5%";"10";"12 meses";"U$S";"48.34";"53.41";"1160";"56070.34";"61957.73";"Longitud del cable::2 m / 6,6 pies
DPI::400/800/1600/3200
Botones:5 botones
Tasa de informe: 125/500/1000 Hz
Talla :mediana
Diseño:Simétrico para diestros
USB:USB 2.0 / 3.0 Plug & Play";"53.41";"61957.72";"";"";"MOUSE GAMER ZOWIE GEAR S1 BLACK";"350";"150";"60";"120";"";"0"
